unique_input_record_identifier,input_title,lookup_key,input_writers,input_performers,database_song_code,database_song_title,database_song_writers
0QzbgPZ9sbTs7r2wzfcX9f,December '63 (Oh What a Night),DECEMBER63,"Judy Parker,Robert Gaudio",Jive Bunny,102421171,DECEMBER 1963 (OH WHAT A NIGHT),GAUDIO R/PARKER J
0uiTpFEGJJkgO9Xesj9drX,Ich werd bei dir sein,ICHWERDBEIDIRSEIN,"Townes Van Zandt,Wolfgang MÃ¼rmann",Nana Mouskouri,149240961,ICH WERD BEI DIR SEIN,TOWNES VAN ZANDT/TOWNES VAN ZANDT/WOLFGA
6xz9XsOzDT3StddvheMGr2,Cry!-Tender,CRYTENDER,Yusef Lateef,Yusef Lateef,134076981,CRY TENDER,LATEEF YUSEF A
6aQAv3feIhBihOqX5i5n3u,Kailangan Kita,KAILANGANKITA,Dilay,Sponge Cola,124409763,KAILANGAN KITA,ALVAREZ D /ACTUB H /ACTUB C
68QVcjWKpvqjDbnMzt0vSx,Love & Pain,LOVE&PAIN,Richard T. Bear,Cher,133593704,LOVE AND PAIN,/BEAR R T/GERSTEIN RICHARD
61MTRaCwlNMmRtfrsFaxd8,Ana Maria,ANAMARIA,Wayne Shorter,Kenny Kirkland,107094678,ANA MARIA,SHORTER WAYNE
7wBow19ldOzABXfRG6k05S,Hallelujah,HALELUJAH,Leonard Cohen,Luciana Zogbi,122642739,HALLELUJAH,LEONARD ANTHONY JOHN
6bDkorX04ulnY1GuBEY4Ew,"Quando, Quando, Quando",QUANDOQUANDOQUANDO,"Alberto Testa,Tony Renis",Stefano Bollani,102773586,TELL ME WHEN (QUANDO QUANDO QUANDO),RENIS T/TESTA A/BOONE C
4KjBDZps02XJYgQs9i6aUn,Boneflower,BONEFLOWER,Leif Edling,Avatarium,145147833,BONEFLOWER,EDLING LEIF ERIK
7uM7YZwNZqdDMG0NfGhmux,"Jennie (feat. R. City, Bori)",JENIE,"Felix Jaehn,Mack,Theron Thomas,Thomas Troelsen,Timothy Thomas",Felix Jaehn,133277039,JENNIE,THOMAS RYAN
5lumpPMTjyyRU6FzIRIE4D,Innocence Maintained,INOCENCEMAINTAINED,Jewel,Jewel,NO MATCH,NO MATCH,NO MATCH
5xLKk5jJZzt3yYhMKjEio6,Diablo,DIABLO,Robert Alexander Kock,Mint & Peck,142030147,EL DIABLO (MAGIC ALEC'S BAD MUTHA MIX 1),ALEC MILLINER/MCARDLE
0wQCiHAgUJdlBdRtdrnLFK,North On 21,NORTHON21,Riley Green,Riley Green,153444078,NORTH ON 21,GREEN RILEY
1DtLl0k0zMrFqcW0pquxpf,Broken Pieces,BROKENPIECE,"Andy Biersack,Benji Madden,JOHN FELDMANN,Joel Madden,Quinn Allman",Andy Black,149531088,BROKEN PIECES,BIERSACK/FELDMANN/MADDEN/MADDEN/ALLMAN
4zKDv2pqSKALxrzOSYe3vo,Crazier,CRAZIER,Pieter Heijnen,Dj Thera,121828887,CRAZIER,HEAD MICHAEL
2E7c1UTR3869TXTqMnBJZ4,The Crab Song,CRABSONG,"Bordin,Bottum,Faith No More,Gould,Martin,Mosley",Faith No More,106363579,CRAB SONG,MOSLEY/BOTTUM/GOULD/BORDIN/MARTIN
472ikC5GQtBFFNKtTHugQ4,Lucky One (Bird Of Cassadaga),LUCKYONE,Gemma Hayes,Gemma Hayes,129236791,LUCKY ONE (BIRD OF CASADAGA),HAYES GEMMA
606ZgFjTusLlBFumWrJqBU,All We Need,ALWENEED,"Adam Baker,Daniel Rankine,Daniel Yates,Matthew Honson",Funkoars,133803712,ALL WE NEED,NS
6kHqqOeJvN960ZIMJMFSUm,Lam sakrifis,LAMSAKRIFI,Joseph Reginald Topize,Kaya,143998770,LAM SAKRIFIS,TOPIZE JOSEPH REGINALD (FR)
3gi3pUEMT48kb9KxC65XB3,Heartless,HEARTLES,Christian Bridges/Justin Nozuka,Justin Nozuka,153542780,GOOD-BYE FOREVER,BRIDGFOOT RICHARD ROBERT
6ktdiJw7nu6lif5oVfFfcS,Fallin' In Love,FALININLOVE,Dennis Wilson,The Beach Boys,104291849,FALLIN IN LOVE,WILSON DENNIS C
6C3bnP1mVjFqGFDYYQCsOY,Sweet Marie,SWEETMARIE,"Phil Lynott,Scott Gorham",Thin Lizzy,140741082,SWEET MARIE,GORHAM W/LYNOTT P
7Ix5UHOc8nSHN1DHbPth6T,Used to You,USEDTOYOU,"Calvin Turner,Guy Sebastian",Guy Sebastian,143287462,USED TO YOU,TURNER CALVIN/SEBASTIAN GUY
7yVzayuhgeqwVYTdecNop2,Don't You Worry,DONTYOUWORY,"Henry Walter,Lukasz Gottwald,Theron Thomas,Timothy Thomas",R. City,133501686,DON'T YOU WORRY,THOMAS R/CARLISLE B
6AY5ATYS9NGiCejvUc4zw8,"Serial Killer Girl (Come on, Come on, Kill Me!)",SERIALKILERGIRL,"Allan Cotterill,Leo Melin,Snow White's Poison Bite",Snow White's Poison Bite,148831816,"SERIAL KILLER GIRL (COME ON, COME ON, KILL ME!)",ALLAN COTTERILL/ALLAN COTTERILL
6rYxiHCUeU3B2N68WGRDkv,Don't Do That,DONTDOTHAT,"Ben Cauley,Carl Cunningham,James Alexander,Jimmy King,Phalon Jones,Ronnie Caldwell",The Bar-Kays,142779304,DON'T DO THAT,JONES/KING/CAULEY/CALDWELL/ALEXANDER/CUN
6e6n9ZA2DTBfuNBfjPNx70,Bump n' Grind,BUMP&GRIND,Robert Sylvester Kelly,2Glory,107714414,BUMP N GRIND,KELLY ROBERT S (KELLY R USA 2)
5ZN3SNb9C1W1uUwuInoWpk,Slytherin,SLYTHERIN,"Jesus Rivera,Jo Collura",Aja,150053259,SLYTHERIN,UNKNOWN
7FX9uW8pxl6Y5dARuQ1jmK,Otro Adios,OTROADIO,"Erick De Armas,Marc Berthoumieux","David Linx,Marc Berthoumieux",145989923,OTRO ADIOS,MARC BERTHOUMIEUX/ERICK DE ARMAS
4tU5YBbLZ9S9NVvjM6Qk78,Treading Water,TREADINWATER,"Daniel Lorca,Ira Elliot,Matthew Caws,Matthew Caws/Daniel Lorca/Ira Elliot",Eyelids,NO MATCH,NO MATCH,NO MATCH
0i1wQzi8AfVatVbqWU1vPb,Sofullashit,SOFULASHIT,"P v Elderen Bart Geevers Bart Nederhand,P v Elderen Bart Nederhand Bart Geevers",Peter Pan Speedrock,140408032,SOFULLASHIT,GEEVERS B/NEDERHAND B/ELDEREN VAN P
43wPWBaNsqFuSOWjZQTCFs,Made in America (feat. El Camino & Dufflebag Hottie),MADEINAMERICA,Jeremie Pennick,Benny The Butcher,154332575,MADE IN AMERICA,JEREMIE PENNICK
4s2PuQJZ2twmuT5HInYoCU,Popucale Rebatine,POPUCALEREBATINE,M. Simac,Klapa Cambi,NO MATCH,NO MATCH,NO MATCH
3PZP7o3hN5cvPB4Xfywo1n,Come With Me (Deadmeat) [Feat. Polina],COMEWITHME,Steve Aoki/Justin Bates/Polina Goudieva,Steve Aoki,141991457,COME WITH ME (DEAD MEAT),AOKI S/GOUDIEVA P/BATES J
0xFvFyJlc1VrSyIJrR1m4q,Snake Dance Boogie,SNAKEDANCEBOOGIE,W. Mccoy,Texabilly Rockets,NO MATCH,NO MATCH,NO MATCH
5j9v9mJFLtaFOyVqMGxYlM,Not Afraid,NOTAFRAID,"N. Koster,P. Hol,R. Prevoo,Y. Claessens","Frequencerz,Warface",142732121,NOT AFRAID,NS
5oZj3XBim8oKiz2qdRa5Bq,On Your Own,ONYOUROWN,"John Paul White,Robert Merrell,Steve Edgehill",Victories at Sea,133787251,ON YOUR OWN,BERTILSSON P/GOODRUM R
4yfmuLN5CmcqM7Ui8B77SS,I've Got My Love to Keep Me Warm,IVEGOTMYLOVETOKEEPMEWARM,Irving Berlin,"Ella Fitzgerald,Louis Armstrong",NO MATCH,NO MATCH,NO MATCH
31JKaJ84tBMVdWJ3fwIrPW,Hard To Let Go,HARDTOLETGO,"Marc Bonilla,Mike Greiner",Saville Row,135473655,HARD TO LET GO,BONILLA M/GREIBER M
653SLG28to8TMy7PPyFWw1,Paquita: Variation 9: Allegro moderato,PAQUITAVARIATION9ALEGROMO,Ludwig Minkus,"Anna Takova-Baynova,Sofia National Opera Orchestra,Valentina Raicheva",147297250,PAQUITA: VARIATION 9: ALLEGRO MODERATO,LUDWIG MINKUS
06d4jJK1ICIj9TYC46Jd2D,Estoy Enamorado de Ti,ESTOYENAMORADODETI,"Alberto Aguilera Valadez,Gustavo Farias",Cristian Castro,130338360,ESTOY ENAMORADO DE TI,AGUILERA VALADEZ ALBERTO
0HgUPVwywDUsRLplxYH5yb,Don't Start Lying To Me Now,DONTSTARTLYINTOMENOW,"Chris Stapleton,Joss Stone,Melissa Peirce",Joss Stone,140836117,DON'T START LYIN' TO ME NOW,STONE J/PEIRCE M/STAPLETON C
027w33OxIkQttYTlp90x4F,"Khovanshchina, Act IV: Introduction - Golitzyn's Journey - Remastered",KHOVANSHCHINAACTIVINTRODU,Modest Mussorgsky,"Claudio Abbado,London Symphony Orchestra",146467179,"KHOVANSHCHINA, ACT IV: INTRODUCTION",MODEST MUSSORGSKY
4QR0hvHTdkc14U6WYXZdYA,Weighing Me Down,WEIGHINMEDOWN,"Ben H. Allen III,Elijah A. Jones",The Constellations,139046670,WEIGHING ME DOWN,ALLEN B/JONES E
6vgN6KGstss0GnBbKlMNK9,The Way You Love Me,WAYYOULOVEME,"Keith Follese,Keith Follese and Michael Delaney,Michael Delaney",Faith Hill,130470552,THE WAY YOU LOOK AT ME,FOLLESE K/FROMM A
0Jb92UvQ93PUUF7SeLjfsE,Mondquelle (Reviewed),MONDQUELE,Bryan MÃ¼ller,SCNTST,147372200,MONDQUELLE,MUELLER BRYAN
6PBvmZieoFbs1YGXLvPWcq,Intersection,INTERSECTION,T. Howard,Tevo Howard,208967060,INTERSECTION,HOWARD JAMES NEWTON
3oFnmAkRiajWhLq3wTByUx,It's My Turn Now,ITSMYTURNNOW,Richard,Carol Fran,NO MATCH,NO MATCH,NO MATCH
62sUbLrbXg9MU0CtI0vh0l,Ego & Soul,EGO&SOUL,Mario Radzom,"Christmaz,Figub Brazlevic",151388928,EGO & SOUL,RADZOM M/ANDERSON O/OSENGA N
7w21SD55V5mrwo3rFnbHk7,Go Your Own Way,GOYOUROWNWAY,L. Buckingham,KnightsBridge,101970321,GO YOUR OWN WAY,BUCKINGHAM LINDSEY
3UVUSY9ojJhxh1Y6dG8a85,Heart Shaped Box,HEARTSHAPEDBOX,"Dave Grohl,Jonathan Atar,Kurt Cobain",Neovaii,106152033,HEART SHAPED BOX,COBAIN KURT D
3eODgDqG8r4NLn5nWhW1AD,Di Na Natuto,DINANATUTO,Danny Javier,APO Hiking Society,117551931,DI NA NATUTO,JAVIER DANNY
1buQsBiaGlP9axbW9ieT5T,Can't Stop Thinking About You,CANTSTOPTHINKINABOUTYOU,"Andres Federico Levin,Camus Celli,Doro,Jack Ponti",Doro,116766575,CAN'T STOP THINKING ABOUT YOU,PONTI J/LEVIN A/CELLI C/PESCH D
0mmJNAj5oBp4yFdl5m3bKp,Crazy Claws,CRAZYCLAW,Adrian Thaws,Tricky,124132502,CRAZY CLAWS,THAWS ADRIAN
4aVc2ifCwIAbEaaIjzLKbg,Spoil You (feat. T.I.),SPOILYOU,"Clifford J. Harris Jr.,Maurice Jordan,Torence Hatch",Boosie Badazz,148081728,SPOIL YOU,HARRIS C/HATCH T/JORDAN M
3xsnKTcJnmnS4al7ZiOwer,Madhuban Khushboo Deta Hai - Male Vocals,MADHUBANKHUSHBOODETAHAIMA,"Kamal Joshi,Usha Khanna",K. J. Yesudas,153042007,"MADHUBAN KHUSHBOO DETA HAI - MALE (FROM ""SAAJAN BINA SUHAGAN",INDEEVAR/USHA KHANNA
1knWU0hEPf2VDcwARwvcky,GameTime,GAMETIME,"Barry Leonard,Cristian Bahamonde,Romeo Jacobs",Rascalz,138328400,GAMETIME,BAHAMONDE C/JACOBS R/LEONARD B
3OPdvhjvAcFZdrSpPdxaEe,Arrivederci Roma,ARIVEDERCIROMA,"Emilio Giovanni,Pietro Garinei,Renato Rascel",Alfie Boe,100895853,ARRIVEDERCI ROMA (ENGLISH VERSION),RASCEL/GIOVANNINI S/GARINEI P/SIGMAN C
3KeiKsYBjT7fNR9eSIMLoA,Adagio De Albinoni,ADAGIODEALBINONI,Tomaso Albinoni,Baden Powell,100043252,ADAGIO IN G MINOR (ORIGINAL VERSION),/ALBINONI T/GIAZOTTO R
36jmdNtT1TdvTyvh1iL8mL,When You Wish Upon a Star,WHENYOUWISHUPONSTAR,"Leigh Harline,Ned Washington",Michelle Creber,154238462,WHEN YOU WISH UPON STAR,NESTICO SAMUEL
71uzpv56I1XmTYLa9KtKLw,PositiveNoise,POSITIVENOISE,Steve Hillage / Miquette Giraudy,System 7,141408202,POSITIVENOISE,UNKNOWN
1yTDBH044bz0jV1arvSDwz,Love Gone Wrong,LOVEGONEWRONG,"Alecia Moore,Dallas Green",You+Me,146715861,LOVE GONE WRONG,MOORE A/GREEN D
2S15IfzJZoafBih7OMnKYo,Tonight (I'm F***in' You),TONIGHT,"C.Bridges,E.Iglesias,L. Christy",D.J. Xquisite,136424655,INNIGHT,CHRISTENSEN L/HANSEN M/KVIST J/TILSTED J
7371PPqXVAPKCL65sA07zn,Do Re Mi,DOREMI,Earl King,Georgie Fame & The Blue Flames,NO MATCH,NO MATCH,NO MATCH
42ojWvyytL0yCyxTCkSya7,I'll See You In My Dreams,ILSEEYOUINMYDREAM,"Gus Kahn,I. Jones","Chet Atkins,Mark Knopfler",NO MATCH,NO MATCH,NO MATCH
6URAP0pAdBXu5dKvvMeW7t,Secret Love Song,SECRETLOVESONG,"Emma Rohan,Jez Ashurst,Rachel Jason Desrouleaux",Chir Catran,NO MATCH,NO MATCH,NO MATCH
1RJDtvodN0MMS1DfJzLlQP,Mission Bell,MISIONBEL,"Bao-Khanh Nguyen,Garrett Dougherty,Jesse Gnaedinger,Maxime Veilleux,Michael Mooney",Le Trouble,103448663,MISSION BELL,MICHAEL W/HODGES J
6UCLFSQLMJ0FbMBgTLMUi3,Magnet,MAGNET,"Andrea Monica Martin,Chilly Gonzales,Thomas McKenzie Bell",Toddla T,143632028,MAGNET (SMASH INTO ME),ANDREWS T/DE STEFANO C
24QAJJqGQV3yEBa5LFxYot,"O lux, beata Trinitas",OLUXBEATATRINITA,William Byrd,"Alamire,members",433673055,O LUX BEATA TRINITAS (CANTIONES SACRAE 1575),BYRD WILLIAM
5bYRN2TNsUYLt1M4xUlY7A,"Violin Sonata No. 26 in B-Flat Major, K. 378 (arr. L. Slavinsky for oboe and piano): III. Rondo: Allegro",VIOLINSONATANO26INBFLATMA,"L. Slavinsky,Wolfgang Amadeus Mozart","Alexei Ogrintchouk,Leonid Ogrintchouk",144389769,"VIOLIN SONATA NO. 26 IN B FLAT MAJOR, K. 378 (ARR. P. GALLOI",WOLFGANG AMADEUS MOZART
5C4mq4ekQL0iFtTJEeTilh,Perfectly,PERFECTLY,"Branan Murphy,Eric 'VonRay' Ramey,Samuel Alexandre",Branan Murphy,144471771,PERFECTLY,YEO ANGHARAD JIA YI
1CmLBSudllVKfnCnTciIoz,Sweet Love,SWEETLOVE,Espen Lind,Espen Lind,139139938,SWEET LOVE,LIND ESPEN
1sOtR4ZHG2vB6Q3Va59pgS,Use Me,USEME,Bill Withers,Grace Jones,103550494,USE ME,WITHERS WILLIAM HARRISON JR
6InRLwahGZVhnjRBodc358,Faith,FAITH,"Hans Zimmer,Lorne Balfe","Hans Zimmer,Lorne Balfe",149529439,FAITH,NS
31x3XyjoOJFdqEkqVbFPRU,Sunshine Cameo,SUNSHINECAMEO,Scott Howard,Scott Nice,152809557,SUNSHINE CAMEO,SCOTT HOWARD
7IEkrYisVLpNX5yzzepXOM,"Cuando, Cuando, Cuando",CUANDOCUANDOCUANDO,Tony Renis,Al Martino,NO MATCH,NO MATCH,NO MATCH
1CEhGEI3pymF5G2SmAQSMv,Broken Halos,BROKENHALO,Chris Stapleton,Coffey Anderson,150679673,BROKEN HALO,STAPLETON C/HENDERSON M
2Fgzeki4gWy9aDeKTcs53I,Fault Lines,FAULTLINE,Mitchel Welling,Flatsound,152010509,FAULT LINES,MITCHELL WELLING
3UhkWDIUQYjG2Tyx89fpFy,Suite in G minor: III. Sarabande,SUITEINGMINORIIISARABANDE,FranÃ§ois Dufaut,Jonas Nordberg,148855407,SUITE IN G MINOR: III. SARABANDE,FRANCOIS DUFAUT
78WmeChDlvf0hdRLxGcxnR,Cavatina,CAVATINA,Stanley Myers,Manuel & The Music Of The Mountains,100131128,HE WAS BEAUTIFUL,MYERS S/LAINE C
05aXAsg0rWjmR2sx19WWsV,Arcade Hero,ARCADEHERO,FrÃ©dÃ©ric Colombo,Red Soda,150668788,ARCADE HERO,BURZLAFF FLORIAN
2dSLeImB0adyDeCwXsqJK4,Broken Bones,BROKENBONE,Patrick Wilfred Kearney,Sheltered,149485524,BROKEN BONES,KEARNEY P/ZAMMIT J/BOWERS A
5tf5Ke4rOITTJCUp0B0d0f,Kocky,KOCKY,Aaron Dontez Yates,Tech N9ne Collabos,NO MATCH,NO MATCH,NO MATCH
2InSUSFsTCCvwt3MH1KSh0,"Space Oddity (From ""Metal Gear Solid"")",SPACEODITY,D. Bowie,Thin White Ziggy,100126092,SPACE ODDITY,BOWIE DAVID
3CAPWlE09TVzI7MOOoPN2l,"Nutcracker Suite, Op. 71a : 3. Waltz of the Flowers",NUTCRACKERSUITEOP71A3WALT,Pyotr Ilyich Tchaikovsky,Zubin Mehta,137246848,NUTCRACKER SUITE OP 71A 3 WALTZ OF THE FLOWERS,TCHAIKOVSKY
3AQL6uB8zw4sN8NIcxiqR7,Red Room,REDROOM,Ariel Pink,Ariel Pink,NO MATCH,NO MATCH,NO MATCH
0TWbgdH5XlVP3PJpfefkga,Cameroon,CAMEROON,"Dorothy Masuka,Hugh Masekela,William Salter",Miriam Makeba,114275633,CAMEROON,MASUKA DOROTHY MANYANDO
5wrv56vjZuxuXMpTmDMyBP,Open Your Soul & Life of Illusion,OPENYOURSOUL&LIFEOFILUSIO,Marco Rinaldo,Nature Sounds Academy,152695977,OPEN YOUR SOUL & LIFE OF ILLUSION,NIEZNANY/MARCO RINALDO
1ZCAtBFscp2W7wXzOb7cUr,Crying Time,CRYINTIME,"Ron Miller,William O'Malley",Brenda Holloway,139234380,CRYING TIME,WILLIAM OMALLEY
6kw4nS6uZNghUTlcJv5waS,Winter Wasteland,WINTERWASTELAND,Make Do And Mend,Make Do And Mend,153912450,WINTER WASTELAND,MAKE DO AND MEND
31yJZPorveMG6c4Z4pej4e,Charlie,CHARLIE,"Bertrand Cantat,Denis Barthe,FrÃ©dÃ©ric Vidalenc,Serge Teyssot-Gay",Noir DÃ©sir,107569233,CHARLIE,RANDALL NICHOLAS ALAN
5zAQ3C9Iyp0lF4Dtzwb8SL,After Dinner,AFTERDINER,Rabih Abou-Khalil,Rabih Abou-Khalil,135506198,AFTER DINNER,ABOU-KHALIL RABIH
3hxNNDSypE7vU4f92njUMZ,Huckleberry Crumble,HUCKLEBERYCRUMBLE,"Robert DeLeo,Scott Weiland",Stone Temple Pilots,139438871,HUCKLEBERRY CRUMBLE,DELEO D/DELEO R/WEILAND S
2n1aBjdioV9UsgkrpG1gog,Senseless,SENSELES,Nick Barker,"Nick Barker,The Reptiles",104501236,SENSELESS,BARKER NICHOLAS PAUL
0OUOJdINh3rm8vjt6GFi1A,The Starship Avalon (Main Title),STARSHIPAVALON,Thomas Newman,Thomas Newman,151118046,THE STARSHIP AVALON (MAIN TITLE),NEWMAN THOMAS MONTGOMERY
1rhgyeqAYyEbrL4yoUvGXu,Louder,LOUDER,"Ben Esser,Christopher Rabai,Johannes Gehrin,John Gourley",Drunken Masters,144135573,LOUDER (DEJAVOO REMIX),CHRISTIAN LE SENSSIONS
2yDU9POxlbLzQMpxtvXyMI,"Sonata No. 30 in E Major, Op. 109: I. Vivace, ma non troppo - Remastered",SONATANO30INEMAJOROP109IV,Ludwig van Beethoven,Glenn Gould,152110302,"SONATA NO. 30 IN E MAJOR, OP. 109: I. VIVACE, MA NON TROPPO",LUDWIG VAN BEETHOVEN/FRANK DE LA MORA MI
4mBttyjC6jGoCyvR334Cw6,Bossa Nova Supernova,BOSANOVASUPERNOVA,Mark Pritchard,Harmonic 33,133991260,BOSSA NOVA SUPERNOVA,PRITCHARD M/BRINKWORTH D
4Up3wFpffIfVz2hWK89fok,Llove,LOVE,"Finn Bjarnson,John Hancock,Ryan Raddon,Steve Mitts",Kaskade,133630348,LOVE,NS
503oeM4t2frMKoRvbvBJrL,"Nocturne No. 5 in B-Flat Major, H. 37 (Arr. for Clarinet & Piano)",NOCTURNENO5INBFLATMAJORH3,"John Field,Michael McHale","Michael Collins,Michael McHale",NO MATCH,NO MATCH,NO MATCH
2nw9VVlb4NEE28cjj0WdMl,Rough And Tumble Heart,ROUGH&TUMBLEHEART,"Bob Dipiero,Pam Tillis,Sam Hogin",Pam Tillis,109171523,ROUGH AND TUMBLE HEART,DI PIERO R/HOGIN S/TILLIS P
221UZPVC87Vvp1WxAuDKlW,Mindfulness Meditation Exercises - Nature Sounds at Night,MINDFULNESMEDITATIONEXERC,Giuliano Sacchetto,Relaxing Mindfulness Meditation Relaxation Maestro,149312235,MINDFULNESS MEDITATION EXERCISES - NATURE SOUNDS AT NIGHT,SACCHETTO GIULIANO
2snYkQ57QayKrDDGX9ztgF,Invencible,INVENCIBLE,"Abelardo VÃ¡zquez,Kiko Cibrian,ReneÃ© SuÃ¡rez,Roman Torres",Vazquez Sounds,NO MATCH,NO MATCH,NO MATCH
1rAesyUHFWf8M7kthaToDT,The Wind and the Rain,WIND&RAIN,Michael Thomas,Weddings Parties Anything,102400264,WIND AND RAIN,THOMAS MICHAEL JAMES
3M3V2tL47fYqoB5PauGrIo,Green Apples,GREENAPLE,Chantal Kreviazuk,Chantal Kreviazuk,NO MATCH,NO MATCH,NO MATCH
3uQYmppnt0r5Ven8VurNyx,Blue Skies,BLUESKIE,"Christopher Applegate,Mary Applegate",Culture Beat,137468541,BLUE SKIES,CHRISTENSEN M/LEAH T/LEWIS S
7pNVJuR5zjKja2CwdIrDJc,How Strange,HOWSTRANGE,Damien Dempsey,Damien Dempsey,135656720,HOW STRANGE,DEMPSEY DAMIEN JUDE PATRICK
0WUg5fk4x0vIRQU8jFacH8,Dybbuk - Complete Ballet: Part III: Possession,DYBUKCOMPLETEBALETPTIIIPO,Leonard Bernstein,Leonard Bernstein,152854131,DYBBUK - COMPLETE BALLET: PART III: POSSESSION,LEONARD BERNSTEIN
3mjzVmRaOQvCRPztINZThz,Armenian Duduk: Forest and Birds,ARMENIANDUDUKFOREST&BIRD,Marco Rinaldo,Buddhism Academy,NO MATCH,NO MATCH,NO MATCH
0hamSAgzh2WP42nAppgdHv,Featherlight,FEATHERLIGHT,"Daniel Bosher,Mathew Bosher",Decortica,135836916,FEATHERLIGHT,BOSHER M/BOSHER D
4d9aF6f0kmrHjPi8YRzxa5,Bernie,BERNIE,"Failure,G. Edwards,K. Andrews",Failure,243745604,BERNIE,REYNOLDS GRAHAM
1yev2XI7Q2STcnHC5McfF0,Guardian Angel/Guiding Light,GUARDIANANGELGUIDINLIGHT,Keith Potger,Judith Durham & The Seekers,115462429,GUARDIAN ANGEL/GUIDING LIGHT,POTGER KEITH LEON
1TSZjXMLBOfiWxejZnlIr7,Too Strung Up,TOOSTRUNGUP,"Alex Farrell Davey,Allister Meffin",Alae,153006783,TOO STRUNG UP,MEFFAN A/DAVEY A
6ukdCR332Ramx3X0gLA5FE,I Pull My Gun Once,IPULMYGUNONCE,"Jam El Mar,Mark Spoon",Jam & Spoon,NO MATCH,NO MATCH,NO MATCH
652mEzc7Ne12nYHkwkampw,Shooting Star,SHOOTINSTAR,Les Baxter,Les Baxter,116480828,SHOOTING STAR,BAXTER LES
2xddCMVLUGmiWVLCxFXpBq,How Can I Pray When I Don't Believe,HOWCANIPRAYWHENIDONTBELIE,"Adrian Moar,Goran Lagerberg",Blond,146168349,HOW CAN I PRAY WHEN I DON'T BELIEVE,GORAN LAGERBERG/ADRIAN MOAR
79YpqwBKqkRgTbEcKMHBuj,Italian Restaurant,ITALIANRESTAURANT,Marco Rinaldo,Instrumental Jazz Music Ambient,NO MATCH,NO MATCH,NO MATCH
3SYVUv0uygsNGyZ9s1AXbE,Shadows,SHADOW,"Lindsey Stirling,Marko G",Lindsey Stirling,333061946,SHADOW (AV@CD704),SEYSENER M/KEMPER D
37WIQ5vOWq96eachOOYDuH,Legend,LEGEND,Amelia Warner,Slow Moving Millie,148380196,LEGEND,WARNER AMELIA CATHERINE
61cygfCULkzTnHBp4Ff6WG,Balance,BALANCE,Robert Funk,Soupbox,NO MATCH,NO MATCH,NO MATCH
10jmf7hgNQb5z4dwvK084S,Never Would Have Thought It,NEVERWOULDHAVETHOUGHTIT,Bobby Rush,Bobby Rush,149110137,NEVER WOULD HAVE THOUGHT IT,BOBBY RUSH
6HK5RYDB1njyKTVbK7rX6j,Magic Beans,MAGICBEAN,"J. Oliver,Simon Ward",Dr Rubberfunk,139433561,MAGIC BEANS,WARD S/OLIVER J
0NiG0BTf7saJINZdyk3Mwe,Learning,LEARNIN,Mthunzi Namba,Joyous Celebration,139113309,LEARNING,HUNKER/ICE/ICE/JENKINS/WILKERSON/HART
4Y1wrEOONrMegBEQ69XnMa,No Other Name,NOOTHERNAME,Paul Stookey,"Paul and Mary,Peter",102254257,NO OTHER NAME,STOOKEY NOEL C PAUL
6d99rteulH6Q6eJko26D6D,Taking A Chance On Love,TAKINCHANCEONLOVE,"John LaTouche,Ted Fetter,Vernon Duke",Tal Farlow,NO MATCH,NO MATCH,NO MATCH
4zSW3E0qHk9ojQEb6DwZ5x,Proseche,PROSECHE,Stelios Lazarou,Giorgos Mazonakis,138597983,PROSECHE,UNKNOWN
2wAJTrFhCnQyNSD3oUgTZO,Work Out,WORKOUT,"Bosco A. Kante,Elliot Wolff,Jermaine Cole,John Stephens,Kanye West,Miri Ben-Ari,Sukmeke Rainey",J. Cole,133723249,WORK OUT,COLE C/DYMAKKUS E
1w5ZPQOZ2xaQtc4ZrpiZ6F,The Best Disco in Town,BESTDISCOINTOWN,"Henri Belolo,Jacques Morali,Phill Hurtt,Richie Rome",James Alleman & Le Freak,103386081,BEST DISCO IN TOWN (THEME),MORALI J/BELOLO H/HURTT P
3CeWWjKy2ck7yB5pFq6ZEG,Milk Cow Blues,MILKCOWBLUE,Kokomo Arnold,Scotty Moore,102623927,MILK COW BLUES,ARNOLD KOKOMO
2wCBWDwPSyp8DN27jCxXkb,Captain Planet,CAPTAINPLANET,Jean Renard,"Patrick,Sylvaine",133482261,CAP'TAIN PLANET,RENARD J/SALVA M
6tnKsxXjiOr6v0GgN5rixB,Already Gone (Originally Performed by the Eagles),ALREADYGONE,"Strandlund,Tempchin",The Hotel California's,NO MATCH,NO MATCH,NO MATCH
6DWxk8sh7dNTGLGZQSOHhw,The Cosmic Heart,COSMICHEART,Barry Richard Goldstein,Barry Goldstein,152678081,THE COSMIC HEART,BARRY RICHARD GOLDSTEIN
4NOMZBtqxEBVSMQEBhSuxh,Muttetta antica,MUTETAANTICA,"Alampi,Roda",Ciccio Carere,103124497,MUTTETTA ANTICA,REITANO F/REITANO B/RODA A/ALAMPI G
0SzV7u67QDDBaGpgihkjP8,Takbiran,TAKBIRAN,"Anonymous,Ismet Ruchimat",SambaSunda,146659896,TAKBIRAN,ANONYMOUS/ISMET RUCHIMAT
1jzlAJsPNPJB2gKR84um0H,Doin' It Wrong,DOINITWRONG,Erik Weideman,1927,102295449,DOING IT WRONG,WEIDEMAN ERIC PETER
